row_index,school_name,n_category,n_grade
11001,Southwestern Adventist University,Campus Food,A-
11002,Southwestern Adventist University,Student Life,C+
11003,Southwestern Adventist University,Safety,A+
11004,Southwestern Assemblies of God University,Academics,B+
11005,Southwestern Assemblies of God University,Value,B-
11006,Southwestern Assemblies of God University,Diversity,A-
11007,Southwestern Assemblies of God University,Campus,A-
11008,Southwestern Assemblies of God University,Athletics,B-
11009,Southwestern Assemblies of God University,Party Scene,C-
11010,Southwestern Assemblies of God University,Professors,C+
11011,Southwestern Assemblies of God University,Location,C+
11012,Southwestern Assemblies of God University,Dorms,A+
11013,Southwestern Assemblies of God University,Campus Food,B
11014,Southwestern Assemblies of God University,Student Life,B
11015,Southwestern Assemblies of God University,Safety,A-
11016,Soka University of America,Academics,A
11017,Soka University of America,Value,A+
11018,Soka University of America,Diversity,A+
11019,Soka University of America,Campus,A+
11020,Soka University of America,Athletics,C+
11021,Soka University of America,Party Scene,C
11022,Soka University of America,Professors,B+
11023,Soka University of America,Location,C+
11024,Soka University of America,Dorms,A+
11025,Soka University of America,Campus Food,A
11026,Soka University of America,Student Life,A-
11027,Soka University of America,Safety,A+
11028,Sonoma State University ,Academics,C+
11029,Sonoma State University ,Value,B+
11030,Sonoma State University ,Diversity,A-
11031,Sonoma State University ,Campus,B
11032,Sonoma State University ,Athletics,B
11033,Sonoma State University ,Party Scene,C+
11034,Sonoma State University ,Professors,C+
11035,Sonoma State University ,Location,C
11036,Sonoma State University ,Dorms,A+
11037,Sonoma State University ,Campus Food,B-
11038,Sonoma State University ,Student Life,C
11039,Sonoma State University ,Safety,B-
11040,South Carolina State University,Academics,C+
11041,South Carolina State University,Value,B-
11042,South Carolina State University,Diversity,C+
11043,South Carolina State University,Campus,C+
11044,South Carolina State University,Athletics,A-
11045,South Carolina State University,Party Scene,A-
11046,South Carolina State University,Professors,A-
11047,South Carolina State University,Location,C-
11048,South Carolina State University,Dorms,B-
11049,South Carolina State University,Campus Food,B+
11050,South Carolina State University,Student Life,B-
11051,South Carolina State University,Safety,C+
11052,South College,Academics,C-
11053,South College,Value,C-
11054,South College,Diversity,B
11055,South College,Campus,D
11056,South College,Athletics,B
11057,South College,Party Scene,B
11058,South College,Professors,B-
11059,South College,Location,B-
11060,South College,Dorms,D-
11061,South College,Campus Food,C-
11062,South College,Student Life,C-
11063,South College,Safety,C
11064,South Dakota School of Mines and Technology,Academics,A-
11065,South Dakota School of Mines and Technology,Value,A
11066,South Dakota School of Mines and Technology,Diversity,B+
11067,South Dakota School of Mines and Technology,Campus,B-
11068,South Dakota School of Mines and Technology,Athletics,B-
11069,South Dakota School of Mines and Technology,Party Scene,B-
11070,South Dakota School of Mines and Technology,Professors,A
11071,South Dakota School of Mines and Technology,Location,B
11072,South Dakota School of Mines and Technology,Dorms,B-
11073,South Dakota School of Mines and Technology,Campus Food,C+
11074,South Dakota School of Mines and Technology,Student Life,B
11075,South Dakota School of Mines and Technology,Safety,B+
11076,Southeastern Louisiana University,Academics,B
11077,Southeastern Louisiana University,Value,B-
11078,Southeastern Louisiana University,Diversity,A-
11079,Southeastern Louisiana University,Campus,A
11080,Southeastern Louisiana University,Athletics,B+
11081,Southeastern Louisiana University,Party Scene,B+
11082,Southeastern Louisiana University,Professors,B
11083,Southeastern Louisiana University,Location,B
11084,Southeastern Louisiana University,Dorms,A-
11085,Southeastern Louisiana University,Campus Food,A
11086,Southeastern Louisiana University,Student Life,A
11087,Southeastern Louisiana University,Safety,B
11088,Southeastern Oklahoma State University,Academics,B-
11089,Southeastern Oklahoma State University,Value,C+
11090,Southeastern Oklahoma State University,Diversity,A
11091,Southeastern Oklahoma State University,Campus,C-
11092,Southeastern Oklahoma State University,Athletics,B
11093,Southeastern Oklahoma State University,Party Scene,C
11094,Southeastern Oklahoma State University,Professors,B-
11095,Southeastern Oklahoma State University,Location,C-
11096,Southeastern Oklahoma State University,Dorms,C-
11097,Southeastern Oklahoma State University,Campus Food,B-
11098,Southeastern Oklahoma State University,Student Life,C
11099,Southeastern Oklahoma State University,Safety,B
11100,Solano Community College,Academics,C-
11101,Solano Community College,Value,C-
11102,Solano Community College,Diversity,A-
11103,Solano Community College,Campus,D+
11104,Solano Community College,Athletics,C-
11105,Solano Community College,Party Scene,C
11106,Solano Community College,Professors,C-
11107,Solano Community College,Location,C-
11108,Solano Community College,Dorms,NG
11109,Solano Community College,Campus Food,NG
11110,Solano Community College,Student Life,C-
11111,Solano Community College,Safety,B
11112,Southeastern University,Academics,B
11113,Southeastern University,Value,C+
11114,Southeastern University,Diversity,A
11115,Southeastern University,Campus,A-
11116,Southeastern University,Athletics,B
11117,Southeastern University,Party Scene,C-
11118,Southeastern University,Professors,B-
11119,Southeastern University,Location,B-
11120,Southeastern University,Dorms,A
11121,Southeastern University,Campus Food,B+
11122,Southeastern University,Student Life,B
11123,Southeastern University,Safety,B+
11124,Southeast Missouri State University ,Academics,B
11125,Southeast Missouri State University ,Value,B
11126,Southeast Missouri State University ,Diversity,A-
11127,Southeast Missouri State University ,Campus,B
11128,Southeast Missouri State University ,Athletics,B+
11129,Southeast Missouri State University ,Party Scene,A-
11130,Southeast Missouri State University ,Professors,B
11131,Southeast Missouri State University ,Location,B-
11132,Southeast Missouri State University ,Dorms,B
11133,Southeast Missouri State University ,Campus Food,B
11134,Southeast Missouri State University ,Student Life,B+
11135,Southeast Missouri State University ,Safety,B-
11136,Southern Adventist University,Academics,B+
11137,Southern Adventist University,Value,B
11138,Southern Adventist University,Diversity,A
11139,Southern Adventist University,Campus,B
11140,Southern Adventist University,Athletics,NG
11141,Southern Adventist University,Party Scene,D+
11142,Southern Adventist University,Professors,B-
11143,Southern Adventist University,Location,C
11144,Southern Adventist University,Dorms,B+
11145,Southern Adventist University,Campus Food,B+
11146,Southern Adventist University,Student Life,C+
11147,Southern Adventist University,Safety,B+
11148,Southern Arkansas University Tech,Academics,B
11149,Southern Arkansas University Tech,Value,B-
11150,Southern Arkansas University Tech,Diversity,A-
11151,Southern Arkansas University Tech,Campus,C
11152,Southern Arkansas University Tech,Athletics,B
11153,Southern Arkansas University Tech,Party Scene,B-
11154,Southern Arkansas University Tech,Professors,B
11155,Southern Arkansas University Tech,Location,C-
11156,Southern Arkansas University Tech,Dorms,B-
11157,Southern Arkansas University Tech,Campus Food,B-
11158,Southern Arkansas University Tech,Student Life,C+
11159,Southern Arkansas University Tech,Safety,B+
11160,South Dakota State University ,Academics,B
11161,South Dakota State University ,Value,A-
11162,South Dakota State University ,Diversity,A-
11163,South Dakota State University ,Campus,B+
11164,South Dakota State University ,Athletics,A-
11165,South Dakota State University ,Party Scene,A-
11166,South Dakota State University ,Professors,B
11167,South Dakota State University ,Location,B+
11168,South Dakota State University ,Dorms,B
11169,South Dakota State University ,Campus Food,B-
11170,South Dakota State University ,Student Life,A-
11171,South Dakota State University ,Safety,B
11172,Southern California Institute of Architecture,Academics,B
11173,Southern California Institute of Architecture,Value,C+
11174,Southern California Institute of Architecture,Diversity,A
11175,Southern California Institute of Architecture,Campus,NG
11176,Southern California Institute of Architecture,Athletics,NG
11177,Southern California Institute of Architecture,Party Scene,NG
11178,Southern California Institute of Architecture,Professors,B-
11179,Southern California Institute of Architecture,Location,A-
11180,Southern California Institute of Architecture,Dorms,NG
11181,Southern California Institute of Architecture,Campus Food,NG
11182,Southern California Institute of Architecture,Student Life,A
11183,Southern California Institute of Architecture,Safety,A
11184,Southern California Institute of Technology,Academics,B-
11185,Southern California Institute of Technology,Value,C+
11186,Southern California Institute of Technology,Diversity,C+
11187,Southern California Institute of Technology,Campus,NG
11188,Southern California Institute of Technology,Athletics,NG
11189,Southern California Institute of Technology,Party Scene,NG
11190,Southern California Institute of Technology,Professors,C-
11191,Southern California Institute of Technology,Location,B
11192,Southern California Institute of Technology,Dorms,NG
11193,Southern California Institute of Technology,Campus Food,NG
11194,Southern California Institute of Technology,Student Life,A-
11195,Southern California Institute of Technology,Safety,A
11196,Southern Connecticut State University,Academics,B-
11197,Southern Connecticut State University,Value,B
11198,Southern Connecticut State University,Diversity,A-
11199,Southern Connecticut State University,Campus,C+
11200,Southern Connecticut State University,Athletics,B+
11201,Southern Connecticut State University,Party Scene,A-
11202,Southern Connecticut State University,Professors,B-
11203,Southern Connecticut State University,Location,B
11204,Southern Connecticut State University,Dorms,C+
11205,Southern Connecticut State University,Campus Food,C+
11206,Southern Connecticut State University,Student Life,B
11207,Southern Connecticut State University,Safety,C+
11208,Southern Illinois University Carbondale,Academics,B
11209,Southern Illinois University Carbondale,Value,B
11210,Southern Illinois University Carbondale,Diversity,A-
11211,Southern Illinois University Carbondale,Campus,B-
11212,Southern Illinois University Carbondale,Athletics,B+
11213,Southern Illinois University Carbondale,Party Scene,A
11214,Southern Illinois University Carbondale,Professors,A-
11215,Southern Illinois University Carbondale,Location,B-
11216,Southern Illinois University Carbondale,Dorms,C+
11217,Southern Illinois University Carbondale,Campus Food,B
11218,Southern Illinois University Carbondale,Student Life,B
11219,Southern Illinois University Carbondale,Safety,C-
11220,Southern Illinois University Edwardsville,Academics,B
11221,Southern Illinois University Edwardsville,Value,B+
11222,Southern Illinois University Edwardsville,Diversity,A-
11223,Southern Illinois University Edwardsville,Campus,B+
11224,Southern Illinois University Edwardsville,Athletics,B+
11225,Southern Illinois University Edwardsville,Party Scene,B
11226,Southern Illinois University Edwardsville,Professors,B
11227,Southern Illinois University Edwardsville,Location,B+
11228,Southern Illinois University Edwardsville,Dorms,B
11229,Southern Illinois University Edwardsville,Campus Food,A-
11230,Southern Illinois University Edwardsville,Student Life,B
11231,Southern Illinois University Edwardsville,Safety,B
11232,Southern Methodist University ,Academics,A+
11233,Southern Methodist University ,Value,A
11234,Southern Methodist University ,Diversity,A-
11235,Southern Methodist University ,Campus,A
11236,Southern Methodist University ,Athletics,A
11237,Southern Methodist University ,Party Scene,A+
11238,Southern Methodist University ,Professors,A+
11239,Southern Methodist University ,Location,A+
11240,Southern Methodist University ,Dorms,B+
11241,Southern Methodist University ,Campus Food,B+
11242,Southern Methodist University ,Student Life,A+
11243,Southern Methodist University ,Safety,B
11244,Southern Nazarene University,Academics,C+
11245,Southern Nazarene University,Value,B
11246,Southern Nazarene University,Diversity,B+
11247,Southern Nazarene University,Campus,B
11248,Southern Nazarene University,Athletics,B
11249,Southern Nazarene University,Party Scene,C
11250,Southern Nazarene University,Professors,B-
11251,Southern Nazarene University,Location,B
11252,Southern Nazarene University,Dorms,B
11253,Southern Nazarene University,Campus Food,B-
11254,Southern Nazarene University,Student Life,C+
11255,Southern Nazarene University,Safety,A-
11256,Southern New Hampshire University,Academics,B-
11257,Southern New Hampshire University,Value,B-
11258,Southern New Hampshire University,Diversity,A
11259,Southern New Hampshire University,Campus,A
11260,Southern New Hampshire University,Athletics,B+
11261,Southern New Hampshire University,Party Scene,B
11262,Southern New Hampshire University,Professors,B-
11263,Southern New Hampshire University,Location,B+
11264,Southern New Hampshire University,Dorms,NG
11265,Southern New Hampshire University,Campus Food,A
11266,Southern New Hampshire University,Student Life,A
