row_index,school_name,usn_category,usn_rank
4448,University of Virginia,First-Year Experiences,51
4449,University of Virginia,Undergraduate Research/Creative Projects,44
4450,"University of Washington, Tacoma",Regional Universities West,35
4451,"University of Washington, Tacoma",Top Performers on Social Mobility,8
4452,"University of Washington, Tacoma",Top Public Schools,15
4453,University of West Florida,Regional Universities South,36
4454,University of West Florida,Best Colleges for Veterans,21
4455,University of West Florida,Best Value Schools,56
4456,University of West Florida,Most Innovative Schools,14
4457,University of West Florida,Top Performers on Social Mobility,39
4458,University of West Florida,Top Public Schools,15
4459,University of West Florida,Best Undergraduate Engineering Programs,157
4460,University of West Georgia,Top Performers on Social Mobility,48
4461,University of Wisconsin-Eau Claire ,Regional Universities Midwest,39
4462,University of Wisconsin-Eau Claire ,Best Colleges for Veterans,27
4463,University of Wisconsin-Eau Claire ,Best Value Schools,57
4464,University of Wisconsin-Eau Claire ,Top Performers on Social Mobility,29
4465,University of Wisconsin-Eau Claire ,Top Public Schools,8
4466,University of Wisconsin-Green Bay,Regional Universities Midwest,103
4467,University of Wisconsin-Green Bay,Top Performers on Social Mobility,50
4468,University of Wisconsin-Green Bay,Top Public Schools,31
4469,University of Wisconsin-La Crosse ,Regional Universities Midwest,33
4470,University of Wisconsin-La Crosse ,Best Value Schools,68
4471,University of Wisconsin-La Crosse ,Top Performers on Social Mobility,69
4472,University of Wisconsin-La Crosse ,Top Public Schools,6
4473,University of Wisconsin-Madison ,National Universities,42
4474,University of Wisconsin-Madison ,Best Colleges for Veterans,21
4475,University of Wisconsin-Madison ,Best Value Schools,97
4476,University of Wisconsin-Madison ,Top Performers on Social Mobility,340
4477,University of Wisconsin-Madison ,Top Public Schools,13
4478,University of Wisconsin-Madison ,Insurance,2
4479,University of Wisconsin-Madison ,Marketing,9
4480,University of Wisconsin-Madison ,Real Estate,2
4481,University of Wisconsin-Madison ,Best Undergraduate Engineering Programs Biological / Agricultural Biomedical #10 Chemical Civil Computer Electrical / Electronic / Communications Environmental / Environmental Health #12 Industrial / Manufacturing Materials Mechanical,13
4482,University of Wisconsin-Madison ,Chemical,10
4483,University of Wisconsin-Madison ,Industrial / Manufacturing,12
4484,University of Wisconsin-Madison ,Computer Systems,6
4485,University of Wisconsin-Madison ,Programming Languages,9
4486,University of Wisconsin-Madison ,First-Year Experiences,56
4487,University of Wisconsin-Madison ,Study Abroad,21
4488,University of Wisconsin-Madison ,Undergraduate Research/Creative Projects,44
4489,University of Wisconsin-Milwaukee ,Top Performers on Social Mobility,243
4490,University of Wisconsin-Milwaukee ,Best Undergraduate Engineering Programs,132
4491,University of Wisconsin-Oshkosh,Regional Universities Midwest,71
4492,University of Wisconsin-Oshkosh,Best Colleges for Veterans,48
4493,University of Wisconsin-Oshkosh,Best Value Schools,65
4494,University of Wisconsin-Oshkosh,Top Performers on Social Mobility,104
4495,University of Wisconsin-Oshkosh,Top Public Schools,15
4496,University of Wisconsin-Oshkosh,Best Undergraduate Engineering Programs,110
4497,University of Wisconsin-Parkside,Top Performers on Social Mobility,111
4498,University of Wisconsin-River Falls,Regional Universities Midwest,86
4499,University of Wisconsin-River Falls,Top Performers on Social Mobility,53
4500,University of Wisconsin-River Falls,Top Public Schools,22
4501,University of Wisconsin-Stevens Point,Regional Universities Midwest,65
4502,University of Wisconsin-Stevens Point,Best Colleges for Veterans,43
4503,University of Wisconsin-Stevens Point,Best Value Schools,58
4504,University of Wisconsin-Stevens Point,Top Performers on Social Mobility,40
4505,University of Wisconsin-Stevens Point,Top Public Schools,14
4506,University of Wisconsin-Stevens Point,Best Undergraduate Engineering Programs,141
4507,University of Wisconsin-Superior,Top Performers on Social Mobility,103
4508,University of Wisconsin-Whitewater,Regional Universities Midwest,58
4509,University of Wisconsin-Whitewater,Best Colleges for Veterans,39
4510,University of Wisconsin-Whitewater,Top Performers on Social Mobility,90
4511,University of Wisconsin-Whitewater,Top Public Schools,12
4512,University of Wyoming,National Universities,196
4513,University of Wyoming,Top Performers on Social Mobility,384
4514,University of Wyoming,Top Public Schools,100
4515,University of Wyoming,Best Undergraduate Engineering Programs,161
4516,Upper Iowa University,Top Performers on Social Mobility,81
4517,Ursinus College,National Liberal Arts Colleges,84
4518,Ursinus College,Best Value Schools,79
4519,Ursinus College,Top Performers on Social Mobility,145
4520,Ursuline College,Regional Universities Midwest,46
4521,Ursuline College,Best Value Schools,38
4522,Ursuline College,Top Performers on Social Mobility,40
4523,Utah State University,National Universities,241
4524,Utah State University,Top Performers on Social Mobility,129
4525,Utah State University,Top Public Schools,117
4526,Utah State University,Best Undergraduate Engineering Programs,118
4527,Utah Valley University,Top Performers on Social Mobility,71
4528,Utah Valley University,Best Undergraduate Engineering Programs,176
4529,Valdosta State University,Top Performers on Social Mobility,119
4530,Utica College,Regional Universities North,96
4531,Utica College,Top Performers on Social Mobility,31
4532,Valley City State University,Regional Colleges Midwest,49
4533,Valley City State University,Top Performers on Social Mobility,71
4534,Valley City State University,Top Public Schools,4
4535,Valparaiso University,National Universities,160
4536,Valparaiso University,Best Colleges for Veterans,114
4537,Valparaiso University,Best Undergraduate Teaching,55
4538,Valparaiso University,Best Value Schools,38
4539,Valparaiso University,Top Performers on Social Mobility,209
4540,Valparaiso University,Best Undergraduate Engineering Programs Electrical / Electronic / Communications Mechanical,13
4541,Vanderbilt University,National Universities,14
4542,Vanderbilt University,Best Undergraduate Teaching,12
4543,Vanderbilt University,Best Value Schools,9
4544,Vanderbilt University,Most Innovative Schools,23
4545,Vanderbilt University,Top Performers on Social Mobility,291
4546,Vanderbilt University,Best Undergraduate Engineering Programs Biomedical,37
4547,Vanderbilt University,First-Year Experiences,45
4548,Vanderbilt University,Learning Communities,12
4549,Vanderbilt University,Service Learning,12
4550,Vanderbilt University,Undergraduate Research/Creative Projects,33
4551,Vanguard University of Southern California,Regional Universities West,52
4552,Vanguard University of Southern California,Best Colleges for Veterans,30
4553,Vanguard University of Southern California,Best Value Schools,37
4554,Vanguard University of Southern California,Top Performers on Social Mobility,21
4555,Vassar College,National Liberal Arts Colleges,13
4556,Vassar College,Best Colleges for Veterans,1
4557,Vassar College,Best Undergraduate Teaching,30
4558,Vassar College,Best Value Schools,14
4559,Vassar College,Top Performers on Social Mobility,19
4560,Vassar College,First-Year Experiences,68
4561,Vaughn College of Aeronautics and Technology,Regional Colleges North,24
4562,Vaughn College of Aeronautics and Technology,Top Performers on Social Mobility,18
4563,Vaughn College of Aeronautics and Technology,Best Undergraduate Engineering Programs,176
4564,Villa Maria College,Top Performers on Social Mobility,16
4565,Villanova University,National Universities,53
4566,Villanova University,Best Undergraduate Teaching,36
4567,Villanova University,Best Value Schools,64
4568,Villanova University,Top Performers on Social Mobility,265
4569,Villanova University,Best Undergraduate Engineering Programs,102
4570,Vincennes University,Top Performers on Social Mobility,76
4571,Wagner College,Regional Universities North,26
4572,Wagner College,Best Value Schools,39
4573,Wagner College,Top Performers on Social Mobility,163
4574,Vermont Technical College,Regional Colleges North,21
4575,Vermont Technical College,Top Performers on Social Mobility,40
4576,Vermont Technical College,Top Public Schools,13
4577,Wake Forest University,National Universities,28
4578,Wake Forest University,Best Undergraduate Teaching,44
4579,Wake Forest University,Best Value Schools,24
4580,Wake Forest University,Top Performers on Social Mobility,357
4581,Waldorf University,Top Performers on Social Mobility,154
4582,Walla Walla University,Regional Universities West,75
4583,Walla Walla University,Top Performers on Social Mobility,113
4584,Walla Walla University,Best Undergraduate Engineering Programs,141
4585,Walsh University,Regional Universities Midwest,39
4586,Walsh University,Best Value Schools,56
4587,Walsh University,Top Performers on Social Mobility,81
4588,Warner Pacific University,Regional Colleges West,9
4589,Warner Pacific University,Best Value Schools,6
4590,Warner Pacific University,Top Performers on Social Mobility,6
4591,Warner University,Regional Colleges South,63
4592,Warner University,Top Performers on Social Mobility,45
4593,Warren Wilson College,National Liberal Arts Colleges,162
4594,Warren Wilson College,Top Performers on Social Mobility,28
4595,Warren Wilson College,Service Learning,11
4596,Wartburg College,National Liberal Arts Colleges,162
4597,Wartburg College,Top Performers on Social Mobility,173
4598,Washburn University,Top Performers on Social Mobility,385
4599,Virginia Commonwealth University,National Universities,160
4600,Virginia Commonwealth University,Best Colleges for Veterans,114
4601,Virginia Commonwealth University,Best Value Schools,105
